run_id,kind,weight_type,targeting,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_d_1,xi_a_1.5
34,random,uniform,degree,34348,100,290,0.03,3,0.45,0.1,50,0.06,2,0.62,0.739248842982744
35,random,uniform,degree,35357,100,322,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8182010646963866
36,random,uniform,degree,36366,100,303,0.03,3,0.45,0.1,50,0.03,0,0.66,0.8204268354541696
37,random,uniform,degree,37375,100,311,0.03,3,0.45,0.1,50,0.04,1,0.68,0.7911555482442322
38,random,uniform,degree,38384,100,324,0.03,3,0.45,0.1,50,0.03,0,0.72,0.8263367014663315
39,random,uniform,degree,39393,100,246,0.03,3,0.45,0.1,50,0.05,1,0.72,0.805319221855353
40,random,uniform,degree,40402,100,297,0.03,3,0.45,0.1,50,0.05,2,0.66,0.7629189772294467
201,random,uniform,degree,202851,100,277,0.03,3,0.45,0.1,50,0.04,1,0.67,0.8020476709778052
202,random,uniform,degree,203860,100,274,0.03,3,0.45,0.1,50,0.05,1,0.61,0.7756953859422018
203,random,uniform,degree,204869,100,314,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8140017508963509
204,random,uniform,degree,205878,100,306,0.03,3,0.45,0.1,50,0.05,1,0.59,0.745575595471346
205,random,uniform,degree,206887,100,302,0.03,3,0.45,0.1,50,0.06,2,0.58,0.7281911066671773
206,random,uniform,degree,207896,100,267,0.03,3,0.45,0.1,50,0.07,2,0.66,0.7540755650636817
207,random,uniform,degree,208905,100,310,0.03,3,0.45,0.1,50,0.03,0,0.61,0.8027997361664806
208,random,uniform,degree,209914,100,280,0.03,3,0.45,0.1,50,0.03,0,0.69,0.8293619699540895
209,random,uniform,degree,210923,100,284,0.03,3,0.45,0.1,50,0.1,4,0.6,0.6798140027268922
210,random,uniform,degree,211932,100,323,0.03,3,0.45,0.1,50,0.04,1,0.62,0.775999885359449
211,random,uniform,degree,212941,100,290,0.03,3,0.45,0.1,50,0.05,1,0.67,0.7783762472687341
212,random,uniform,degree,213950,100,288,0.03,3,0.45,0.1,50,0.04,1,0.66,0.8006923067016709
213,random,uniform,degree,214959,100,314,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7887764292772826
214,random,uniform,degree,215968,100,327,0.03,3,0.45,0.1,50,0.06,2,0.61,0.7305754674648807
215,random,uniform,degree,216977,100,327,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8150926543209629
216,random,uniform,degree,217986,100,291,0.03,3,0.45,0.1,50,0.04,1,0.69,0.7896951892863281
217,random,uniform,degree,218995,100,306,0.03,3,0.45,0.1,50,0.05,1,0.63,0.7547797184318875
218,random,uniform,degree,220004,100,305,0.03,3,0.45,0.1,50,0.03,0,0.62,0.8025581540206371
219,random,uniform,degree,221013,100,311,0.03,3,0.45,0.1,50,0.04,1,0.64,0.7762520101067321
220,random,uniform,degree,222022,100,273,0.03,3,0.45,0.1,50,0.06,2,0.67,0.7623941442369623
281,random,uniform,degree,283571,100,304,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7608019261492942
282,random,uniform,degree,284580,100,322,0.03,3,0.45,0.1,50,0.04,1,0.64,0.7874223970322827
283,random,uniform,degree,285589,100,312,0.03,3,0.45,0.1,50,0.06,2,0.64,0.73842759264173
284,random,uniform,degree,286598,100,281,0.03,3,0.45,0.1,50,0.04,1,0.66,0.803257733713241
285,random,uniform,degree,287607,100,312,0.03,3,0.45,0.1,50,0.05,1,0.66,0.7689773053382575
286,random,uniform,degree,288616,100,313,0.03,3,0.45,0.1,50,0.04,1,0.65,0.7901651118922911
287,random,uniform,degree,289625,100,316,0.03,3,0.45,0.1,50,0.04,1,0.59,0.7633161029873906
288,random,uniform,degree,290634,100,285,0.03,3,0.45,0.1,50,0.06,1,0.65,0.7522332038125462
289,random,uniform,degree,291643,100,292,0.03,3,0.45,0.1,50,0.04,1,0.66,0.7935992198289408
290,random,uniform,degree,292652,100,294,0.03,3,0.45,0.1,50,0.05,1,0.67,0.7689909055273998
291,random,uniform,degree,293661,100,312,0.03,3,0.45,0.1,50,0.04,1,0.7,0.8024753552317766
292,random,uniform,degree,294670,100,290,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7934824534828432
293,random,uniform,degree,295679,100,316,0.03,3,0.45,0.1,50,0.04,1,0.63,0.7856082171915372
294,random,uniform,degree,296688,100,293,0.03,3,0.45,0.1,50,0.05,1,0.7,0.7841114739323567
295,random,uniform,degree,297697,100,314,0.03,3,0.45,0.1,50,0.06,1,0.59,0.722470859037329
296,random,uniform,degree,298706,100,300,0.03,3,0.45,0.1,50,0.03,0,0.66,0.8224725163109838
297,random,uniform,degree,299715,100,319,0.03,3,0.45,0.1,50,0.03,0,0.67,0.818428943684841
298,random,uniform,degree,300724,100,302,0.03,3,0.45,0.1,50,0.04,1,0.6,0.777747019434644
299,random,uniform,degree,301733,100,284,0.03,3,0.45,0.1,50,0.05,1,0.64,0.770238217534063
300,random,uniform,degree,302742,100,312,0.03,3,0.45,0.1,50,0.03,0,0.68,0.8247621722783678
241,random,uniform,degree,243211,100,282,0.03,3,0.45,0.1,50,0.07,2,0.63,0.7120160174350154
242,random,uniform,degree,244220,100,286,0.03,3,0.45,0.1,50,0.04,1,0.66,0.7900200162880843
243,random,uniform,degree,245229,100,325,0.03,3,0.45,0.1,50,0.04,1,0.66,0.7737034468085007
244,random,uniform,degree,246238,100,284,0.03,3,0.45,0.1,50,0.07,2,0.64,0.718344254162596
245,random,uniform,degree,247247,100,300,0.03,3,0.45,0.1,50,0.05,1,0.57,0.7279950562082541
246,random,uniform,degree,248256,100,301,0.03,3,0.45,0.1,50,0.05,2,0.67,0.7842466853369813
247,random,uniform,degree,249265,100,328,0.03,3,0.45,0.1,50,0.03,0,0.64,0.7941321201057872
248,random,uniform,degree,250274,100,315,0.03,3,0.45,0.1,50,0.03,0,0.64,0.809046662316392
249,random,uniform,degree,251283,100,333,0.03,3,0.45,0.1,50,0.04,1,0.66,0.7881927979129257
250,random,uniform,degree,252292,100,296,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7582725165608815
251,random,uniform,degree,253301,100,292,0.03,3,0.45,0.1,50,0.04,1,0.67,0.7875992234090554
252,random,uniform,degree,254310,100,316,0.03,3,0.45,0.1,50,0.05,1,0.65,0.7601544095753361
253,random,uniform,degree,255319,100,331,0.03,3,0.45,0.1,50,0.03,0,0.69,0.8160945562176742
254,random,uniform,degree,256328,100,310,0.03,3,0.45,0.1,50,0.05,1,0.67,0.7612768378360206
255,random,uniform,degree,257337,100,325,0.03,3,0.45,0.1,50,0.03,0,0.66,0.7981999384907593
256,random,uniform,degree,258346,100,309,0.03,3,0.45,0.1,50,0.05,1,0.66,0.7577299946686925
