run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,final_adoption,steps_to_converge,xi_1,xi_2,xi_3,xi_inf
2150,small_world,uniform,2169392,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.34,0.01,0.0
2151,small_world,uniform,2170401,100,300,0.03,3,0.45,0.1,50,0.03,0,0.81,0.41,0.06,0.0
2152,small_world,uniform,2171410,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.37,0.07,0.0
2153,small_world,uniform,2172419,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.34,0.08,0.0
2154,small_world,uniform,2173428,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.57,0.24,0.0
2155,small_world,uniform,2174437,100,300,0.03,3,0.45,0.1,50,0.04,1,0.75,0.43,0.09,0.0
2156,small_world,uniform,2175446,100,300,0.03,3,0.45,0.1,50,0.05,1,0.77,0.41,0.09,0.0
2157,small_world,uniform,2176455,100,300,0.03,3,0.45,0.1,50,0.05,2,0.85,0.61,0.36,0.0
2158,small_world,uniform,2177464,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.35,0.05,0.0
2159,small_world,uniform,2178473,100,300,0.03,3,0.45,0.1,50,0.04,1,0.72,0.27,0.03,0.0
2160,small_world,uniform,2179482,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.37,0.1,0.0
2161,small_world,uniform,2180491,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.34,0.09,0.0
2162,small_world,uniform,2181500,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.31,0.02,0.0
2163,small_world,uniform,2182509,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.3,0.04,0.0
2164,small_world,uniform,2183518,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.52,0.2,0.0
2165,small_world,uniform,2184527,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.4,0.1,0.0
2166,small_world,uniform,2185536,100,300,0.03,3,0.45,0.1,50,0.1,6,0.7,0.4,0.09,0.0
2167,small_world,uniform,2186545,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.49,0.06,0.0
2168,small_world,uniform,2187554,100,300,0.03,3,0.45,0.1,50,0.04,1,0.74,0.44,0.1,0.0
2169,small_world,uniform,2188563,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.43,0.13,0.0
2170,small_world,uniform,2189572,100,300,0.03,3,0.45,0.1,50,0.04,1,0.71,0.28,0.03,0.0
2171,small_world,uniform,2190581,100,300,0.03,3,0.45,0.1,50,0.11,7,0.7,0.38,0.21,0.0
2172,small_world,uniform,2191590,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.42,0.1,0.0
2173,small_world,uniform,2192599,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.53,0.18,0.0
2174,small_world,uniform,2193608,100,300,0.03,3,0.45,0.1,50,0.04,1,0.71,0.35,0.08,0.0
2175,small_world,uniform,2194617,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.31,0.03,0.0
2176,small_world,uniform,2195626,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.47,0.18,0.0
2177,small_world,uniform,2196635,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.34,0.07,0.0
2178,small_world,uniform,2197644,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.41,0.11,0.0
2179,small_world,uniform,2198653,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.42,0.14,0.0
2180,small_world,uniform,2199662,100,300,0.03,3,0.45,0.1,50,0.04,1,0.75,0.39,0.09,0.0
2181,small_world,uniform,2200671,100,300,0.03,3,0.45,0.1,50,0.03,0,0.83,0.56,0.21,0.0
2182,small_world,uniform,2201680,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.29,0.01,0.0
2183,small_world,uniform,2202689,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.45,0.08,0.0
2184,small_world,uniform,2203698,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.3,0.04,0.0
2185,small_world,uniform,2204707,100,300,0.03,3,0.45,0.1,50,0.08,5,0.77,0.3,0.0,0.0
2186,small_world,uniform,2205716,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.38,0.05,0.0
2187,small_world,uniform,2206725,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.43,0.12,0.0
2188,small_world,uniform,2207734,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.34,0.08,0.0
2189,small_world,uniform,2208743,100,300,0.03,3,0.45,0.1,50,0.04,1,0.71,0.35,0.03,0.0
2190,small_world,uniform,2209752,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.33,0.07,0.0
2191,small_world,uniform,2210761,100,300,0.03,3,0.45,0.1,50,0.06,3,0.74,0.37,0.21,0.0
2192,small_world,uniform,2211770,100,300,0.03,3,0.45,0.1,50,0.04,1,0.75,0.47,0.16,0.0
2193,small_world,uniform,2212779,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.45,0.19,0.0
2194,small_world,uniform,2213788,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.39,0.07,0.0
2195,small_world,uniform,2214797,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.43,0.19,0.0
2196,small_world,uniform,2215806,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.41,0.15,0.0
2197,small_world,uniform,2216815,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.34,0.08,0.0
2198,small_world,uniform,2217824,100,300,0.03,3,0.45,0.1,50,0.07,4,0.72,0.24,0.02,0.0
2199,small_world,uniform,2218833,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.33,0.12,0.0
2200,small_world,uniform,2219842,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.33,0.0,0.0
2201,small_world,uniform,2220851,100,300,0.03,3,0.45,0.1,50,0.04,1,0.7,0.28,0.02,0.0
2202,small_world,uniform,2221860,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.37,0.14,0.0
2203,small_world,uniform,2222869,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.39,0.11,0.0
2204,small_world,uniform,2223878,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.4,0.04,0.0
2205,small_world,uniform,2224887,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.35,0.09,0.0
2206,small_world,uniform,2225896,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.41,0.09,0.0
2207,small_world,uniform,2226905,100,300,0.03,3,0.45,0.1,50,0.06,3,0.77,0.38,0.09,0.0
2208,small_world,uniform,2227914,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.46,0.06,0.0
2209,small_world,uniform,2228923,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.4,0.05,0.0
2210,small_world,uniform,2229932,100,300,0.03,3,0.45,0.1,50,0.03,0,0.71,0.29,0.05,0.0
2211,small_world,uniform,2230941,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.46,0.14,0.0
2212,small_world,uniform,2231950,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.47,0.09,0.0
2213,small_world,uniform,2232959,100,300,0.03,3,0.45,0.1,50,0.04,1,0.68,0.2,0.01,0.0
2214,small_world,uniform,2233968,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.34,0.03,0.0
2215,small_world,uniform,2234977,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.44,0.21,0.0
2216,small_world,uniform,2235986,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.3,0.02,0.0
2217,small_world,uniform,2236995,100,300,0.03,3,0.45,0.1,50,0.04,1,0.74,0.38,0.06,0.0
2218,small_world,uniform,2238004,100,300,0.03,3,0.45,0.1,50,0.04,1,0.73,0.37,0.07,0.0
2219,small_world,uniform,2239013,100,300,0.03,3,0.45,0.1,50,0.05,2,0.73,0.37,0.07,0.0
2220,small_world,uniform,2240022,100,300,0.03,3,0.45,0.1,50,0.06,2,0.74,0.41,0.08,0.0
2221,small_world,uniform,2241031,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.31,0.05,0.0
2222,small_world,uniform,2242040,100,300,0.03,3,0.45,0.1,50,0.08,3,0.76,0.47,0.14,0.0
2223,small_world,uniform,2243049,100,300,0.03,3,0.45,0.1,50,0.08,3,0.76,0.48,0.23,0.0
2224,small_world,uniform,2244058,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.38,0.08,0.0
2225,small_world,uniform,2245067,100,300,0.03,3,0.45,0.1,50,0.08,5,0.77,0.42,0.13,0.0
2226,small_world,uniform,2246076,100,300,0.03,3,0.45,0.1,50,0.04,1,0.73,0.33,0.07,0.0
2227,small_world,uniform,2247085,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.4,0.14,0.0
2228,small_world,uniform,2248094,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.37,0.07,0.0
2229,small_world,uniform,2249103,100,300,0.03,3,0.45,0.1,50,0.03,0,0.81,0.48,0.21,0.0
2230,small_world,uniform,2250112,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.35,0.12,0.0
2231,small_world,uniform,2251121,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.37,0.05,0.0
2232,small_world,uniform,2252130,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.36,0.09,0.0
2233,small_world,uniform,2253139,100,300,0.03,3,0.45,0.1,50,0.14,5,0.72,0.41,0.21,0.0
2234,small_world,uniform,2254148,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.38,0.1,0.0
2235,small_world,uniform,2255157,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.43,0.12,0.0
2236,small_world,uniform,2256166,100,300,0.03,3,0.45,0.1,50,0.06,2,0.74,0.37,0.07,0.0
2237,small_world,uniform,2257175,100,300,0.03,3,0.45,0.1,50,0.1,7,0.7,0.32,0.06,0.0
2238,small_world,uniform,2258184,100,300,0.03,3,0.45,0.1,50,0.04,1,0.77,0.42,0.11,0.0
2239,small_world,uniform,2259193,100,300,0.03,3,0.45,0.1,50,0.09,4,0.77,0.59,0.37,0.0
2240,small_world,uniform,2260202,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.47,0.15,0.0
2241,small_world,uniform,2261211,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.47,0.17,0.0
2242,small_world,uniform,2262220,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.43,0.05,0.0
2243,small_world,uniform,2263229,100,300,0.03,3,0.45,0.1,50,0.13,7,0.71,0.4,0.08,0.0
2244,small_world,uniform,2264238,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.41,0.07,0.0
2245,small_world,uniform,2265247,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.35,0.02,0.0
2246,small_world,uniform,2266256,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.57,0.32,0.0
2247,small_world,uniform,2267265,100,300,0.03,3,0.45,0.1,50,0.04,1,0.77,0.4,0.11,0.0
2248,small_world,uniform,2268274,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.44,0.15,0.0
2249,small_world,uniform,2269283,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.51,0.18,0.0
2250,small_world,uniform,2270292,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.41,0.07,0.0
2251,small_world,uniform,2271301,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.43,0.14,0.0
2252,small_world,uniform,2272310,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.32,0.05,0.0
2253,small_world,uniform,2273319,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.5,0.18,0.0
2254,small_world,uniform,2274328,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.4,0.14,0.0
2255,small_world,uniform,2275337,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.43,0.07,0.0
2256,small_world,uniform,2276346,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.27,0.02,0.0
2257,small_world,uniform,2277355,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.26,0.05,0.0
2258,small_world,uniform,2278364,100,300,0.03,3,0.45,0.1,50,0.09,4,0.73,0.35,0.09,0.0
2259,small_world,uniform,2279373,100,300,0.03,3,0.45,0.1,50,0.05,2,0.76,0.47,0.24,0.0
2260,small_world,uniform,2280382,100,300,0.03,3,0.45,0.1,50,0.07,3,0.77,0.52,0.19,0.0
2261,small_world,uniform,2281391,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.44,0.13,0.0
2262,small_world,uniform,2282400,100,300,0.03,3,0.45,0.1,50,0.06,3,0.83,0.53,0.2,0.0
2263,small_world,uniform,2283409,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.46,0.08,0.0
2264,small_world,uniform,2284418,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.26,0.01,0.0
2265,small_world,uniform,2285427,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.28,0.0,0.0
2266,small_world,uniform,2286436,100,300,0.03,3,0.45,0.1,50,0.09,4,0.74,0.41,0.11,0.0
2267,small_world,uniform,2287445,100,300,0.03,3,0.45,0.1,50,0.04,1,0.72,0.36,0.02,0.0
2268,small_world,uniform,2288454,100,300,0.03,3,0.45,0.1,50,0.04,1,0.7,0.29,0.03,0.0
2269,small_world,uniform,2289463,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.51,0.21,0.0
2270,small_world,uniform,2290472,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.46,0.16,0.0
2271,small_world,uniform,2291481,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.44,0.08,0.0
2272,small_world,uniform,2292490,100,300,0.03,3,0.45,0.1,50,0.18,9,0.68,0.26,0.0,0.0
2273,small_world,uniform,2293499,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.4,0.11,0.0
2274,small_world,uniform,2294508,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.39,0.11,0.0
2275,small_world,uniform,2295517,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.51,0.21,0.0
2276,small_world,uniform,2296526,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.37,0.04,0.0
2277,small_world,uniform,2297535,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.32,0.06,0.0
2278,small_world,uniform,2298544,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.46,0.18,0.0
2279,small_world,uniform,2299553,100,300,0.03,3,0.45,0.1,50,0.05,2,0.71,0.29,0.01,0.0
2280,small_world,uniform,2300562,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.34,0.06,0.0
2281,small_world,uniform,2301571,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.45,0.08,0.0
2282,small_world,uniform,2302580,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.35,0.03,0.0
2283,small_world,uniform,2303589,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.45,0.08,0.0
2284,small_world,uniform,2304598,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.44,0.22,0.0
2285,small_world,uniform,2305607,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.31,0.03,0.0
2286,small_world,uniform,2306616,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.35,0.04,0.0
2287,small_world,uniform,2307625,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.36,0.05,0.0
2288,small_world,uniform,2308634,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.4,0.08,0.0
2289,small_world,uniform,2309643,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.4,0.06,0.0
2290,small_world,uniform,2310652,100,300,0.03,3,0.45,0.1,50,0.05,1,0.69,0.27,0.04,0.0
2291,small_world,uniform,2311661,100,300,0.03,3,0.45,0.1,50,0.04,1,0.78,0.45,0.09,0.0
2292,small_world,uniform,2312670,100,300,0.03,3,0.45,0.1,50,0.04,1,0.77,0.38,0.1,0.0
2293,small_world,uniform,2313679,100,300,0.03,3,0.45,0.1,50,0.07,4,0.77,0.38,0.04,0.0
2294,small_world,uniform,2314688,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.47,0.12,0.0
2295,small_world,uniform,2315697,100,300,0.03,3,0.45,0.1,50,0.09,5,0.77,0.41,0.09,0.0
2296,small_world,uniform,2316706,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.43,0.08,0.0
2297,small_world,uniform,2317715,100,300,0.03,3,0.45,0.1,50,0.06,2,0.74,0.31,0.02,0.0
2298,small_world,uniform,2318724,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.35,0.12,0.0
2299,small_world,uniform,2319733,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.37,0.13,0.0
2300,small_world,uniform,2320742,100,300,0.03,3,0.45,0.1,50,0.09,5,0.7,0.22,0.02,0.0
2301,small_world,uniform,2321751,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.4,0.13,0.0
2302,small_world,uniform,2322760,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.49,0.16,0.0
2303,small_world,uniform,2323769,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.33,0.03,0.0
2304,small_world,uniform,2324778,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.41,0.08,0.0
2305,small_world,uniform,2325787,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.37,0.08,0.0
2306,small_world,uniform,2326796,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.32,0.04,0.0
2307,small_world,uniform,2327805,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.24,0.0,0.0
2308,small_world,uniform,2328814,100,300,0.03,3,0.45,0.1,50,0.04,1,0.7,0.33,0.03,0.0
2309,small_world,uniform,2329823,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.33,0.03,0.0
2310,small_world,uniform,2330832,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.38,0.03,0.0
2311,small_world,uniform,2331841,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.36,0.06,0.0
2312,small_world,uniform,2332850,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.27,0.0,0.0
2313,small_world,uniform,2333859,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.39,0.16,0.0
2314,small_world,uniform,2334868,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.35,0.05,0.0
2315,small_world,uniform,2335877,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.39,0.07,0.0
2316,small_world,uniform,2336886,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.43,0.13,0.0
2317,small_world,uniform,2337895,100,300,0.03,3,0.45,0.1,50,0.07,3,0.76,0.42,0.07,0.0
2318,small_world,uniform,2338904,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.46,0.11,0.0
2319,small_world,uniform,2339913,100,300,0.03,3,0.45,0.1,50,0.04,1,0.78,0.46,0.22,0.0
2320,small_world,uniform,2340922,100,300,0.03,3,0.45,0.1,50,0.16,8,0.67,0.41,0.16,0.0
2321,small_world,uniform,2341931,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.31,0.03,0.0
2322,small_world,uniform,2342940,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.38,0.1,0.0
2323,small_world,uniform,2343949,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.46,0.21,0.0
2324,small_world,uniform,2344958,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.43,0.14,0.0
2325,small_world,uniform,2345967,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.25,0.02,0.0
2326,small_world,uniform,2346976,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.42,0.2,0.0
2327,small_world,uniform,2347985,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.36,0.04,0.0
2328,small_world,uniform,2348994,100,300,0.03,3,0.45,0.1,50,0.06,3,0.78,0.53,0.28,0.0
2329,small_world,uniform,2350003,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.42,0.17,0.0
2330,small_world,uniform,2351012,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.41,0.07,0.0
2331,small_world,uniform,2352021,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.35,0.07,0.0
2332,small_world,uniform,2353030,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.45,0.2,0.0
2333,small_world,uniform,2354039,100,300,0.03,3,0.45,0.1,50,0.06,2,0.75,0.37,0.04,0.0
2334,small_world,uniform,2355048,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.38,0.06,0.0
2335,small_world,uniform,2356057,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.37,0.06,0.0
2336,small_world,uniform,2357066,100,300,0.03,3,0.45,0.1,50,0.05,2,0.75,0.36,0.09,0.0
2337,small_world,uniform,2358075,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.45,0.08,0.0
2338,small_world,uniform,2359084,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.43,0.14,0.0
2339,small_world,uniform,2360093,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.45,0.12,0.0
2340,small_world,uniform,2361102,100,300,0.03,3,0.45,0.1,50,0.04,1,0.73,0.34,0.06,0.0
2341,small_world,uniform,2362111,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.46,0.18,0.0
2342,small_world,uniform,2363120,100,300,0.03,3,0.45,0.1,50,0.08,3,0.72,0.36,0.14,0.0
2343,small_world,uniform,2364129,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.39,0.12,0.0
2344,small_world,uniform,2365138,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.51,0.2,0.0
2345,small_world,uniform,2366147,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.36,0.01,0.0
2346,small_world,uniform,2367156,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.35,0.07,0.0
2347,small_world,uniform,2368165,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.33,0.0,0.0
2348,small_world,uniform,2369174,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.41,0.07,0.0
2349,small_world,uniform,2370183,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.38,0.0,0.0
2350,small_world,uniform,2371192,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.29,0.02,0.0
2351,small_world,uniform,2372201,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.36,0.02,0.0
2352,small_world,uniform,2373210,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.28,0.02,0.0
2353,small_world,uniform,2374219,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.4,0.09,0.0
2354,small_world,uniform,2375228,100,300,0.03,3,0.45,0.1,50,0.18,8,0.63,0.28,0.02,0.0
2355,small_world,uniform,2376237,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.43,0.07,0.0
2356,small_world,uniform,2377246,100,300,0.03,3,0.45,0.1,50,0.04,1,0.72,0.27,0.02,0.0
2357,small_world,uniform,2378255,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.36,0.06,0.0
2358,small_world,uniform,2379264,100,300,0.03,3,0.45,0.1,50,0.1,4,0.64,0.3,0.12,0.0
2359,small_world,uniform,2380273,100,300,0.03,3,0.45,0.1,50,0.04,1,0.76,0.5,0.22,0.0
2360,small_world,uniform,2381282,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.38,0.08,0.0
2361,small_world,uniform,2382291,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.31,0.02,0.0
2362,small_world,uniform,2383300,100,300,0.03,3,0.45,0.1,50,0.11,4,0.73,0.37,0.12,0.0
2363,small_world,uniform,2384309,100,300,0.03,3,0.45,0.1,50,0.04,1,0.73,0.36,0.06,0.0
2364,small_world,uniform,2385318,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.24,0.02,0.0
2365,small_world,uniform,2386327,100,300,0.03,3,0.45,0.1,50,0.03,0,0.73,0.27,0.05,0.0
2366,small_world,uniform,2387336,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.39,0.17,0.0
2367,small_world,uniform,2388345,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.41,0.09,0.0
2368,small_world,uniform,2389354,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.38,0.12,0.0
2369,small_world,uniform,2390363,100,300,0.03,3,0.45,0.1,50,0.03,0,0.79,0.44,0.09,0.0
2370,small_world,uniform,2391372,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.35,0.09,0.0
2371,small_world,uniform,2392381,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.29,0.08,0.0
2372,small_world,uniform,2393390,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.44,0.07,0.0
2373,small_world,uniform,2394399,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.44,0.08,0.0
2374,small_world,uniform,2395408,100,300,0.03,3,0.45,0.1,50,0.03,0,0.74,0.39,0.13,0.0
2375,small_world,uniform,2396417,100,300,0.03,3,0.45,0.1,50,0.03,0,0.77,0.57,0.32,0.0
2376,small_world,uniform,2397426,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.35,0.02,0.0
2377,small_world,uniform,2398435,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.39,0.08,0.0
2378,small_world,uniform,2399444,100,300,0.03,3,0.45,0.1,50,0.06,3,0.75,0.36,0.14,0.0
2379,small_world,uniform,2400453,100,300,0.03,3,0.45,0.1,50,0.05,2,0.78,0.46,0.17,0.0
2380,small_world,uniform,2401462,100,300,0.03,3,0.45,0.1,50,0.08,3,0.75,0.36,0.01,0.0
2381,small_world,uniform,2402471,100,300,0.03,3,0.45,0.1,50,0.03,0,0.78,0.48,0.14,0.0
2382,small_world,uniform,2403480,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.53,0.3,0.0
2383,small_world,uniform,2404489,100,300,0.03,3,0.45,0.1,50,0.04,1,0.77,0.37,0.04,0.0
2384,small_world,uniform,2405498,100,300,0.03,3,0.45,0.1,50,0.03,0,0.72,0.28,0.01,0.0
2385,small_world,uniform,2406507,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.4,0.13,0.0
2386,small_world,uniform,2407516,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.49,0.16,0.0
2387,small_world,uniform,2408525,100,300,0.03,3,0.45,0.1,50,0.03,0,0.81,0.54,0.29,0.0
2388,small_world,uniform,2409534,100,300,0.03,3,0.45,0.1,50,0.06,2,0.74,0.33,0.03,0.0
2389,small_world,uniform,2410543,100,300,0.03,3,0.45,0.1,50,0.03,0,0.8,0.58,0.22,0.0
2390,small_world,uniform,2411552,100,300,0.03,3,0.45,0.1,50,0.03,0,0.75,0.34,0.03,0.0
2391,small_world,uniform,2412561,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.38,0.08,0.0
2392,small_world,uniform,2413570,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.44,0.08,0.0
2393,small_world,uniform,2414579,100,300,0.03,3,0.45,0.1,50,0.03,0,0.76,0.45,0.26,0.0
