run_id,kind,weight_type,rng_seed,n,edges,seed_frac,seed_count,theta_mean,theta_sd,max_steps,alpha,final_adoption,steps_to_converge,xi
3452,random,degree,3483110,100,271,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7457036505270181
3453,random,degree,3484119,100,250,0.03,3,0.45,0.1,50,1.5,0.11,4,0.5528594589947613
3454,random,degree,3485128,100,242,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7197247384047085
3455,random,degree,3486137,100,259,0.03,3,0.45,0.1,50,1.5,0.05,2,0.7731040534979936
3456,random,degree,3487146,100,223,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7355367112831189
3457,random,degree,3488155,100,248,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6836494636831821
3458,random,degree,3489164,100,244,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7606981962209454
3459,random,degree,3490173,100,242,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7410741710180073
3460,random,degree,3491182,100,256,0.03,3,0.45,0.1,50,1.5,0.06,1,0.6947967183233028
3461,random,degree,3492191,100,254,0.03,3,0.45,0.1,50,1.5,0.07,1,0.6791176597822117
3462,random,degree,3493200,100,259,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7423051238246726
3463,random,degree,3494209,100,248,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7794553988196103
3464,random,degree,3495218,100,245,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7825106405474922
3465,random,degree,3496227,100,239,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7860044539829137
3466,random,degree,3497236,100,233,0.03,3,0.45,0.1,50,1.5,0.03,0,0.776279265258272
3467,random,degree,3498245,100,235,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7681186862140349
3468,random,degree,3499254,100,241,0.03,3,0.45,0.1,50,1.5,0.06,2,0.721298030701371
3469,random,degree,3500263,100,247,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7507797835922648
3470,random,degree,3501272,100,247,0.03,3,0.45,0.1,50,1.5,0.09,2,0.6611024996477095
3471,random,degree,3502281,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.732844634979213
3472,random,degree,3503290,100,238,0.03,3,0.45,0.1,50,1.5,0.08,2,0.7228803236548943
3473,random,degree,3504299,100,259,0.03,3,0.45,0.1,50,1.5,0.06,1,0.691488807536755
3474,random,degree,3505308,100,268,0.03,3,0.45,0.1,50,1.5,0.06,2,0.677255093567236
3475,random,degree,3506317,100,224,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7912942786729003
3476,random,degree,3507326,100,224,0.03,3,0.45,0.1,50,1.5,0.06,1,0.6923923040692477
3477,random,degree,3508335,100,262,0.03,3,0.45,0.1,50,1.5,0.09,5,0.6210542695548641
3478,random,degree,3509344,100,270,0.03,3,0.45,0.1,50,1.5,0.06,2,0.6637738203247154
3479,random,degree,3510353,100,257,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7145464870028131
3480,random,degree,3511362,100,255,0.03,3,0.45,0.1,50,1.5,0.05,2,0.7354312834711324
3481,random,degree,3512371,100,250,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7868028516852454
3482,random,degree,3513380,100,260,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7181206994065208
3483,random,degree,3514389,100,259,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7668953424646033
3484,random,degree,3515398,100,236,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7052080675221294
3485,random,degree,3516407,100,270,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7327830471932686
3486,random,degree,3517416,100,260,0.03,3,0.45,0.1,50,1.5,0.06,1,0.721505822178997
3487,random,degree,3518425,100,254,0.03,3,0.45,0.1,50,1.5,0.05,2,0.7274560512933756
3488,random,degree,3519434,100,248,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7572102739979752
3489,random,degree,3520443,100,246,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7495413553516193
3490,random,degree,3521452,100,253,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7092048941492307
3491,random,degree,3522461,100,255,0.03,3,0.45,0.1,50,1.5,0.06,2,0.6851049595862889
3492,random,degree,3523470,100,240,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7225315800457339
3493,random,degree,3524479,100,241,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8031910767402262
3494,random,degree,3525488,100,279,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7488234436645533
3495,random,degree,3526497,100,257,0.03,3,0.45,0.1,50,1.5,0.07,2,0.7121965809047686
3496,random,degree,3527506,100,211,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7708233587511132
3497,random,degree,3528515,100,231,0.03,3,0.45,0.1,50,1.5,0.06,2,0.729462265742811
3498,random,degree,3529524,100,263,0.03,3,0.45,0.1,50,1.5,0.08,3,0.6363462606859932
3499,random,degree,3530533,100,222,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7793753045406584
3500,random,degree,3531542,100,234,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7513235259101743
3501,random,degree,3532551,100,258,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7407689862019453
3502,random,degree,3533560,100,234,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7945506838497043
3503,random,degree,3534569,100,256,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7568186193715395
3504,random,degree,3535578,100,270,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7586888159457731
3505,random,degree,3536587,100,240,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7883182502832528
3506,random,degree,3537596,100,253,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7848584879323851
3507,random,degree,3538605,100,233,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7503162229942221
3508,random,degree,3539614,100,247,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7790443677529658
3509,random,degree,3540623,100,223,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7898403357362144
3510,random,degree,3541632,100,265,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7727717211963143
3511,random,degree,3542641,100,259,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7725043676387873
3512,random,degree,3543650,100,209,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7334433104507323
3513,random,degree,3544659,100,218,0.03,3,0.45,0.1,50,1.5,0.03,0,0.790699834813519
3514,random,degree,3545668,100,244,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7244272304472613
3515,random,degree,3546677,100,256,0.03,3,0.45,0.1,50,1.5,0.05,1,0.6934098842715355
3516,random,degree,3547686,100,249,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7508785619557864
3517,random,degree,3548695,100,248,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7114493538522403
3518,random,degree,3549704,100,271,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7488929133517592
3519,random,degree,3550713,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7623607618610689
3520,random,degree,3551722,100,269,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7784657860983601
3521,random,degree,3552731,100,256,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7421537068334663
3522,random,degree,3553740,100,232,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7662669350182593
3523,random,degree,3554749,100,246,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7625365731529469
3524,random,degree,3555758,100,246,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7443477276612155
3525,random,degree,3556767,100,254,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7582299762267626
3526,random,degree,3557776,100,239,0.03,3,0.45,0.1,50,1.5,0.08,2,0.7056460143068933
3527,random,degree,3558785,100,255,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7516824462797518
3528,random,degree,3559794,100,257,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7169522752442411
3529,random,degree,3560803,100,241,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7910252727756104
3530,random,degree,3561812,100,243,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7381283000313871
3531,random,degree,3562821,100,242,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7199543276527208
3532,random,degree,3563830,100,261,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7689715264315332
3533,random,degree,3564839,100,240,0.03,3,0.45,0.1,50,1.5,0.07,3,0.677443828225268
3534,random,degree,3565848,100,243,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7400587815256094
3535,random,degree,3566857,100,251,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7595074744476614
3536,random,degree,3567866,100,262,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7547531023569952
3537,random,degree,3568875,100,246,0.03,3,0.45,0.1,50,1.5,0.07,1,0.6908607771516827
3538,random,degree,3569884,100,247,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7274160526326319
3539,random,degree,3570893,100,274,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7211098384121094
3540,random,degree,3571902,100,232,0.03,3,0.45,0.1,50,1.5,0.07,2,0.7135631145039186
3541,random,degree,3572911,100,256,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7400000288995863
3542,random,degree,3573920,100,241,0.03,3,0.45,0.1,50,1.5,0.1,3,0.6775714392421547
3543,random,degree,3574929,100,203,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7337475412975294
3544,random,degree,3575938,100,234,0.03,3,0.45,0.1,50,1.5,0.12,4,0.6183403673990359
3545,random,degree,3576947,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.723308432281799
3546,random,degree,3577956,100,235,0.03,3,0.45,0.1,50,1.5,0.07,2,0.7176934229627338
3547,random,degree,3578965,100,233,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6674950960179078
3548,random,degree,3579974,100,241,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6684022187726583
3549,random,degree,3580983,100,244,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7991232036736469
3550,random,degree,3581992,100,250,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7791767449587841
3551,random,degree,3583001,100,242,0.03,3,0.45,0.1,50,1.5,0.08,2,0.7271197910717874
3552,random,degree,3584010,100,256,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7756953905505095
3553,random,degree,3585019,100,238,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7097106384614157
3554,random,degree,3586028,100,249,0.03,3,0.45,0.1,50,1.5,0.06,3,0.7298362651223085
3555,random,degree,3587037,100,232,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7802577371009104
3556,random,degree,3588046,100,264,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7623075789545929
3557,random,degree,3589055,100,233,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7525028173274237
3558,random,degree,3590064,100,270,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6746481585527088
3559,random,degree,3591073,100,262,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7127730800425665
3560,random,degree,3592082,100,262,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8109486919196706
3561,random,degree,3593091,100,239,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7495276965510814
3562,random,degree,3594100,100,238,0.03,3,0.45,0.1,50,1.5,0.12,3,0.6209749632415837
3563,random,degree,3595109,100,256,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7436071713030765
3564,random,degree,3596118,100,250,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7438971757970835
3565,random,degree,3597127,100,243,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7048034157051114
3566,random,degree,3598136,100,252,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7411697549879624
3567,random,degree,3599145,100,230,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7574654415627708
3568,random,degree,3600154,100,243,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7930330977507329
3569,random,degree,3601163,100,276,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7035377932622928
3570,random,degree,3602172,100,239,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7625242900562266
3571,random,degree,3603181,100,277,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7372576901158673
3572,random,degree,3604190,100,224,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7957302431920197
3573,random,degree,3605199,100,240,0.03,3,0.45,0.1,50,1.5,0.06,1,0.721456954071439
3574,random,degree,3606208,100,254,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7928627442693654
3575,random,degree,3607217,100,277,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7163656974083082
3576,random,degree,3608226,100,266,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7074790882657954
3577,random,degree,3609235,100,224,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7235322217211955
3578,random,degree,3610244,100,238,0.03,3,0.45,0.1,50,1.5,0.09,2,0.6805063790992075
3579,random,degree,3611253,100,251,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7127694870964701
3580,random,degree,3612262,100,262,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7979195387491574
3581,random,degree,3613271,100,242,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7320490250317048
3582,random,degree,3614280,100,248,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7658281977877952
3583,random,degree,3615289,100,227,0.03,3,0.45,0.1,50,1.5,0.08,1,0.633735988426864
3584,random,degree,3616298,100,245,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7146354965163783
3585,random,degree,3617307,100,232,0.03,3,0.45,0.1,50,1.5,0.09,1,0.6466583037335936
3586,random,degree,3618316,100,249,0.03,3,0.45,0.1,50,1.5,0.07,1,0.7087855802849716
3587,random,degree,3619325,100,252,0.03,3,0.45,0.1,50,1.5,0.06,1,0.734603229702001
3588,random,degree,3620334,100,254,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7847808842558329
3589,random,degree,3621343,100,263,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6734706776361333
3590,random,degree,3622352,100,211,0.03,3,0.45,0.1,50,1.5,0.08,2,0.7150842836460871
3591,random,degree,3623361,100,253,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7803770341113279
3592,random,degree,3624370,100,239,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7604777841558613
3593,random,degree,3625379,100,257,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7274407136018036
3594,random,degree,3626388,100,233,0.03,3,0.45,0.1,50,1.5,0.05,2,0.7793233480590397
3595,random,degree,3627397,100,228,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7743903752861484
3596,random,degree,3628406,100,275,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7579086272217092
3597,random,degree,3629415,100,264,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7264746368431756
3598,random,degree,3630424,100,248,0.03,3,0.45,0.1,50,1.5,0.05,2,0.717358600293154
3599,random,degree,3631433,100,269,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7535552333928234
3600,random,degree,3632442,100,244,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7293169796518512
3601,random,degree,3633451,100,277,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6325187516398657
3602,random,degree,3634460,100,255,0.03,3,0.45,0.1,50,1.5,0.05,1,0.735351756069423
3603,random,degree,3635469,100,265,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6963550640504553
3604,random,degree,3636478,100,245,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7239767321197018
3605,random,degree,3637487,100,248,0.03,3,0.45,0.1,50,1.5,0.06,3,0.6736991132322468
3606,random,degree,3638496,100,261,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7675151949923656
3607,random,degree,3639505,100,241,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7894581885294942
3608,random,degree,3640514,100,265,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7882347767527724
3609,random,degree,3641523,100,260,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7071356237247663
3610,random,degree,3642532,100,262,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7492932485547066
3611,random,degree,3643541,100,254,0.03,3,0.45,0.1,50,1.5,0.07,2,0.717463913821986
3612,random,degree,3644550,100,273,0.03,3,0.45,0.1,50,1.5,0.05,1,0.667127088926815
3613,random,degree,3645559,100,232,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7775708397581922
3614,random,degree,3646568,100,249,0.03,3,0.45,0.1,50,1.5,0.09,3,0.6537079892123936
3615,random,degree,3647577,100,252,0.03,3,0.45,0.1,50,1.5,0.07,1,0.6930562572728163
3616,random,degree,3648586,100,250,0.03,3,0.45,0.1,50,1.5,0.07,2,0.7184521194406397
3617,random,degree,3649595,100,236,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7893381188588928
3618,random,degree,3650604,100,246,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7518595985860606
3619,random,degree,3651613,100,229,0.03,3,0.45,0.1,50,1.5,0.1,1,0.6309777034685319
3620,random,degree,3652622,100,243,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7618072603081735
3621,random,degree,3653631,100,241,0.03,3,0.45,0.1,50,1.5,0.1,2,0.6104364119152654
3622,random,degree,3654640,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7962967578420674
3623,random,degree,3655649,100,224,0.03,3,0.45,0.1,50,1.5,0.08,3,0.699983221747348
3624,random,degree,3656658,100,271,0.03,3,0.45,0.1,50,1.5,0.06,1,0.6951467679183075
3625,random,degree,3657667,100,246,0.03,3,0.45,0.1,50,1.5,0.13,4,0.5670093286024867
3626,random,degree,3658676,100,264,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7824246889402038
3627,random,degree,3659685,100,259,0.03,3,0.45,0.1,50,1.5,0.09,2,0.6668273859808252
3628,random,degree,3660694,100,255,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7826461622281283
3629,random,degree,3661703,100,260,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7353016135391591
3630,random,degree,3662712,100,236,0.03,3,0.45,0.1,50,1.5,0.12,2,0.5780162187356618
3631,random,degree,3663721,100,267,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6013958439995375
3632,random,degree,3664730,100,248,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6779094567719686
3633,random,degree,3665739,100,231,0.03,3,0.45,0.1,50,1.5,0.09,2,0.6696024463858075
3634,random,degree,3666748,100,267,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7546690871487614
3635,random,degree,3667757,100,261,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7918267195179673
3636,random,degree,3668766,100,298,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7573013355921641
3637,random,degree,3669775,100,245,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7483003517231321
3638,random,degree,3670784,100,233,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7530442634620251
3639,random,degree,3671793,100,240,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7153785708601178
3640,random,degree,3672802,100,240,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6531046860538016
3641,random,degree,3673811,100,280,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7273809407620858
3642,random,degree,3674820,100,252,0.03,3,0.45,0.1,50,1.5,0.04,1,0.75885848527573
3643,random,degree,3675829,100,232,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7369961247838145
3644,random,degree,3676838,100,244,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7564422732990814
3645,random,degree,3677847,100,261,0.03,3,0.45,0.1,50,1.5,0.08,2,0.616397615452413
3646,random,degree,3678856,100,247,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7254003008984695
3647,random,degree,3679865,100,259,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7367595434488243
3648,random,degree,3680874,100,213,0.03,3,0.45,0.1,50,1.5,0.1,2,0.6544157159692244
3649,random,degree,3681883,100,256,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7546014538437598
3650,random,degree,3682892,100,258,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7133114305460155
3651,random,degree,3683901,100,238,0.03,3,0.45,0.1,50,1.5,0.05,1,0.744450344397798
3652,random,degree,3684910,100,240,0.03,3,0.45,0.1,50,1.5,0.08,2,0.7095888615229786
3653,random,degree,3685919,100,229,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7116829881054848
3654,random,degree,3686928,100,270,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7494264544630719
3655,random,degree,3687937,100,223,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6957710976135021
3656,random,degree,3688946,100,260,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7284009299486882
3657,random,degree,3689955,100,259,0.03,3,0.45,0.1,50,1.5,0.08,2,0.619724751907602
3658,random,degree,3690964,100,242,0.03,3,0.45,0.1,50,1.5,0.09,2,0.6762225030286855
3659,random,degree,3691973,100,257,0.03,3,0.45,0.1,50,1.5,0.04,1,0.8013310304070448
3660,random,degree,3692982,100,231,0.03,3,0.45,0.1,50,1.5,0.1,2,0.6178311451496733
3661,random,degree,3693991,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7443467225423784
3662,random,degree,3695000,100,277,0.03,3,0.45,0.1,50,1.5,0.06,2,0.6771410189508973
3663,random,degree,3696009,100,268,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7820709360327737
3664,random,degree,3697018,100,235,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7837456229621895
3665,random,degree,3698027,100,249,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7170123798485286
3666,random,degree,3699036,100,261,0.03,3,0.45,0.1,50,1.5,0.07,3,0.7264562872662982
3667,random,degree,3700045,100,246,0.03,3,0.45,0.1,50,1.5,0.05,2,0.7473910501539989
3668,random,degree,3701054,100,246,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7758569748165639
3669,random,degree,3702063,100,254,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7478122451622093
3670,random,degree,3703072,100,225,0.03,3,0.45,0.1,50,1.5,0.15,6,0.545351800089335
3671,random,degree,3704081,100,260,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6878951634398442
3672,random,degree,3705090,100,247,0.03,3,0.45,0.1,50,1.5,0.05,1,0.742059884797101
3673,random,degree,3706099,100,235,0.03,3,0.45,0.1,50,1.5,0.1,5,0.6362218779143589
3674,random,degree,3707108,100,272,0.03,3,0.45,0.1,50,1.5,0.08,2,0.6649165153242724
3675,random,degree,3708117,100,243,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6433529354284183
3676,random,degree,3709126,100,222,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7382859554109683
3677,random,degree,3710135,100,257,0.03,3,0.45,0.1,50,1.5,0.05,1,0.704207174206392
3678,random,degree,3711144,100,256,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7617308085700364
3679,random,degree,3712153,100,261,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7739223280623337
3680,random,degree,3713162,100,239,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7203555689199774
3681,random,degree,3714171,100,232,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8002115485828585
3682,random,degree,3715180,100,263,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7261672301949178
3683,random,degree,3716189,100,240,0.03,3,0.45,0.1,50,1.5,0.06,3,0.7133719177278269
3684,random,degree,3717198,100,278,0.03,3,0.45,0.1,50,1.5,0.06,1,0.6905213989324316
3685,random,degree,3718207,100,250,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6789996742057495
3686,random,degree,3719216,100,261,0.03,3,0.45,0.1,50,1.5,0.06,2,0.6836103645872366
3687,random,degree,3720225,100,234,0.03,3,0.45,0.1,50,1.5,0.04,1,0.776819140731861
3688,random,degree,3721234,100,245,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8113088797586255
3689,random,degree,3722243,100,276,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7525079214020715
3690,random,degree,3723252,100,243,0.03,3,0.45,0.1,50,1.5,0.07,3,0.6899847571924368
3691,random,degree,3724261,100,224,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7347312105321467
3692,random,degree,3725270,100,267,0.03,3,0.45,0.1,50,1.5,0.07,2,0.6742239455269111
3693,random,degree,3726279,100,242,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7592295398871851
3694,random,degree,3727288,100,231,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7535055466216467
3695,random,degree,3728297,100,240,0.03,3,0.45,0.1,50,1.5,0.05,1,0.765119844226954
3696,random,degree,3729306,100,249,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7653431849455385
3697,random,degree,3730315,100,240,0.03,3,0.45,0.1,50,1.5,0.06,2,0.7496052879625033
3698,random,degree,3731324,100,229,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8125823942211301
3699,random,degree,3732333,100,274,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7629489177134104
3700,random,degree,3733342,100,230,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7538800703335183
3701,random,degree,3734351,100,260,0.03,3,0.45,0.1,50,1.5,0.07,1,0.6887032479586888
3702,random,degree,3735360,100,240,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7819840592567023
3703,random,degree,3736369,100,262,0.03,3,0.45,0.1,50,1.5,0.03,0,0.800560372363957
3704,random,degree,3737378,100,226,0.03,3,0.45,0.1,50,1.5,0.07,1,0.6872436609531885
3705,random,degree,3738387,100,238,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7413414417044061
3706,random,degree,3739396,100,228,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7514613791754893
3707,random,degree,3740405,100,278,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7552528758126267
3708,random,degree,3741414,100,274,0.03,3,0.45,0.1,50,1.5,0.07,3,0.6763908684752801
3709,random,degree,3742423,100,267,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7757398642648452
3710,random,degree,3743432,100,243,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7439895280516756
3711,random,degree,3744441,100,262,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7585772718430004
3712,random,degree,3745450,100,234,0.03,3,0.45,0.1,50,1.5,0.07,1,0.693240208355368
3713,random,degree,3746459,100,253,0.03,3,0.45,0.1,50,1.5,0.1,4,0.6446813120435282
3714,random,degree,3747468,100,261,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7553930593881749
3715,random,degree,3748477,100,245,0.03,3,0.45,0.1,50,1.5,0.06,2,0.6825666728742896
3716,random,degree,3749486,100,253,0.03,3,0.45,0.1,50,1.5,0.03,0,0.8024070255967519
3717,random,degree,3750495,100,253,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7824963363808624
3718,random,degree,3751504,100,236,0.03,3,0.45,0.1,50,1.5,0.06,1,0.7233022079036546
3719,random,degree,3752513,100,244,0.03,3,0.45,0.1,50,1.5,0.03,0,0.7996997311450803
3720,random,degree,3753522,100,211,0.03,3,0.45,0.1,50,1.5,0.05,1,0.7663845902452093
3721,random,degree,3754531,100,247,0.03,3,0.45,0.1,50,1.5,0.13,4,0.5079407655750067
3722,random,degree,3755540,100,245,0.03,3,0.45,0.1,50,1.5,0.07,2,0.7332130697437705
3723,random,degree,3756549,100,225,0.03,3,0.45,0.1,50,1.5,0.11,5,0.5803352837449123
3724,random,degree,3757558,100,235,0.03,3,0.45,0.1,50,1.5,0.04,1,0.7852897368907299
